id,Time,Head_x,Head_y,Head_z,ShoulderCenter_x,ShoulderCenter_y,ShoulderCenter_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristLeft_x,WristLeft_y,WristLeft_z,WristRight_x,WristRight_y,WristRight_z,HandLeft_x,HandLeft_y,HandLeft_z,HandRight_x,HandRight_y,HandRight_z,Spine_x,Spine_y,Spine_z,HipCenter_x,HipCenter_y,HipCenter_z,HipLeft_x,HipLeft_y,HipLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootLeft_x,FootLeft_y,FootLeft_z,FootRight_x,FootRight_y,FootRight_z
0,0317113663,-0.074264757335186,0.606302499771118,2.09951853752136,-0.0615409128367901,0.418898582458496,2.11973667144775,-0.227631509304047,0.297570765018463,2.14144206047058,0.111504226922989,0.296319603919983,2.11196899414063,-0.280654340982437,0.0855092853307724,2.12766933441162,0.205330953001976,0.090245746076107,2.10683584213257,-0.144805952906609,0.107747629284859,1.90450716018677,0.0367856957018375,0.144475176930428,1.90388441085815,-0.135311469435692,0.124073669314384,1.89907598495483,-0.129754677414894,0.118367850780487,1.90075469017029,-0.0520089492201805,0.0741904824972153,2.09683060646057,-0.0541848577558994,0.0150428665801883,2.0485463142395,-0.128877028822899,-0.0632154569029808,2.04065108299255,0.0231954678893089,-0.0566674619913101,2.02579069137573,-0.0923392772674561,-0.45278611779213,2.03893709182739,-0.0507396459579468,-0.372514069080353,2.01119661331177,-0.0812672227621078,-0.748530626296997,2.04825210571289,-0.149704933166504,-0.548072636127472,2.28207015991211,-0.0934436023235321,-0.822382986545563,2.01708889007568,-0.154784470796585,-0.583878219127655,2.19380617141724
1,0317113667,-0.0735492929816246,0.606081545352936,2.1011950969696,-0.0598460845649242,0.418906897306442,2.12307929992676,-0.22672826051712,0.297558963298798,2.14295315742493,0.11237158626318,0.29722398519516,2.11545825004578,-0.280707567930222,0.085296705365181,2.12797117233276,0.20695997774601,0.089487299323082,2.10751605033875,-0.136005088686943,0.108952552080154,1.9054046869278,0.0352838523685932,0.145099118351936,1.90416872501373,-0.131080433726311,0.124751165509224,1.89884614944458,-0.12477071583271,0.117407143115997,1.90028393268585,-0.0508287698030472,0.0741278156638145,2.10003542900085,-0.052929550409317,0.0152676533907652,2.05079555511475,-0.127415806055069,-0.0628365054726601,2.0425238609314,0.0240945965051651,-0.0564399845898151,2.0279266834259,-0.0822675675153732,-0.447110831737518,2.03584289550781,-0.0515198037028313,-0.371715128421783,2.01219964027405,-0.0810955911874771,-0.748615145683289,2.04827880859375,-0.150241926312447,-0.548288702964783,2.28277182579041,-0.0935545340180397,-0.822445631027222,2.01707148551941,-0.15486153960228,-0.584053039550781,2.19441509246826
2,0317113670,-0.0723795220255852,0.605163097381592,2.10264945030212,-0.0588335394859314,0.41866260766983,2.12512278556824,-0.225506722927094,0.296799957752228,2.14397740364075,0.115482270717621,0.295831710100174,2.12022566795349,-0.280707627534866,0.0850369408726692,2.12790513038635,0.207716315984726,0.089055024087429,2.10747146606445,-0.134406358003616,0.108671903610229,1.90649783611298,0.0229552239179611,0.15117210149765,1.90835285186768,-0.128557533025742,0.125057458877563,1.89870095252991,-0.122859388589859,0.116952493786812,1.9000768661499,-0.0503239072859287,0.0737690031528473,2.10248637199402,-0.0520182363688946,0.0151123814284801,2.05245590209961,-0.126622885465622,-0.0629500672221184,2.04380822181702,0.0250600911676884,-0.0568660795688629,2.029629945755,-0.0773500502109528,-0.475791871547699,2.0374550819397,-0.0519954152405262,-0.371687352657318,2.01290082931519,-0.0807174667716026,-0.74852043390274,2.04829883575439,-0.149607732892036,-0.54929918050766,2.28338527679443,-0.0938147455453873,-0.822272539138794,2.01710081100464,-0.153205990791321,-0.585016667842865,2.19492936134338
3,0317113673,-0.0714345946907997,0.605320990085602,2.10361075401306,-0.0580238997936249,0.418813496828079,2.12723159790039,-0.224804431200027,0.296398282051086,2.14488816261292,0.116202265024185,0.296382606029511,2.12236952781677,-0.272950202226639,0.0792416930198669,2.11896252632141,0.208932653069496,0.0900294110178947,2.10815477371216,-0.132500723004341,0.108334414660931,1.90914452075958,0.0237363874912262,0.150827318429947,1.90909612178802,-0.127994403243065,0.122542515397072,1.90007066726685,-0.121608659625053,0.116598322987556,1.90029418468475,-0.0484022423624992,0.0742291882634163,2.10521221160889,-0.0497029237449169,0.0158086903393269,2.05456256866455,-0.123780615627766,-0.0622358024120331,2.04544234275818,0.0275923702865839,-0.0560770407319069,2.03212904930115,-0.0691970363259315,-0.42949366569519,2.0312123298645,-0.050945907831192,-0.370319157838821,2.01380729675293,-0.0802879557013512,-0.748615622520447,2.04720258712769,-0.148685693740845,-0.548378825187683,2.28414463996887,-0.0937236696481705,-0.822541236877441,2.01649713516235,-0.152023002505302,-0.584095358848572,2.19564604759216
4,0317113677,-0.0706499069929123,0.604649305343628,2.1043553352356,-0.0573324710130692,0.418827474117279,2.12890529632568,-0.223653882741928,0.296197652816772,2.14555788040161,0.11715866625309,0.29636025428772,2.1241569519043,-0.27418664097786,0.0796289294958115,2.11998701095581,0.209555730223656,0.0899179205298424,2.10835814476013,-0.131616204977036,0.107831530272961,1.9110347032547,0.024029016494751,0.147514283657074,1.90867614746094,-0.127414524555206,0.121799916028976,1.90060424804688,-0.121184632182121,0.116536185145378,1.90066504478455,-0.0475712493062019,0.0740322098135948,2.10721373558044,-0.0487448163330555,0.0157364699989557,2.05594515800476,-0.122786164283752,-0.0619952455163002,2.04648447036743,0.0286006014794111,-0.05641108751297,2.03378820419312,-0.0697994232177734,-0.433386296033859,2.03101968765259,-0.051249273121357,-0.37013441324234,2.01460814476013,-0.0814908593893051,-0.748683035373688,2.0409688949585,-0.148554891347885,-0.547693848609924,2.28555130958557,-0.0845562964677811,-0.784390330314636,1.95242500305176,-0.151620328426361,-0.583401203155518,2.19700741767883
5,0317113680,-0.0695155560970306,0.604270994663239,2.10558700561523,-0.0558695271611214,0.418725728988647,2.1303083896637,-0.222301617264748,0.295549154281616,2.14599418640137,0.118477210402489,0.296623796224594,2.12630367279053,-0.271495074033737,0.0787046328186989,2.1166672706604,0.210655212402344,0.088851772248745,2.10872960090637,-0.129842340946198,0.108854256570339,1.91394257545471,0.0248973071575165,0.158356845378876,1.91344201564789,-0.127796277403831,0.119703993201256,1.90315866470337,-0.119429439306259,0.11603044718504,1.90219700336456,-0.0447376109659672,0.0739757046103477,2.10934638977051,-0.0453889407217503,0.0157818906009197,2.0575840473175,-0.118892669677734,-0.0621996596455574,2.04766011238098,0.0323142483830452,-0.0559674352407455,2.03590965270996,-0.0700995773077011,-0.433974593877792,2.03049802780151,-0.0493775978684425,-0.369037628173828,2.01613974571228,-0.0826236382126808,-0.747923851013184,2.03348827362061,-0.147217109799385,-0.546747922897339,2.28697824478149,-0.0853072330355644,-0.783635199069977,1.94490230083466,-0.149900704622269,-0.582459270954132,2.19839215278625
6,0317113683,-0.0680516809225082,0.604311227798462,2.10668730735779,-0.0547164715826511,0.418883591890335,2.13098621368408,-0.220998287200928,0.295203536748886,2.146315574646,0.120324164628983,0.296794950962067,2.12897348403931,-0.270789176225662,0.0785875469446182,2.1161949634552,0.210653960704803,0.0885949283838272,2.10883569717407,-0.125535845756531,0.110795915126801,1.91217136383057,0.0248453766107559,0.157722815871239,1.91351890563965,-0.127382904291153,0.118458867073059,1.90476167201996,-0.118639290332794,0.115650951862335,1.90288639068604,-0.0428063571453094,0.0745323449373245,2.11108994483948,-0.0429935343563557,0.0164742935448885,2.05897188186646,-0.116194352507591,-0.0615057535469532,2.04882001876831,0.0347838141024113,-0.0553183667361736,2.03766798973084,-0.0708649456501007,-0.43465057015419,2.0295524597168,-0.0408811755478382,-0.369725257158279,2.01817226409912,-0.0822928100824356,-0.743983268737793,2.02842712402344,-0.142271816730499,-0.546803951263428,2.2883574962616,-0.0844048708677292,-0.779701590538025,1.93979668617249,-0.144383877515793,-0.58252227306366,2.19972705841064
7,0317113687,-0.0665246769785881,0.604321360588074,2.10720896720886,-0.0533774867653847,0.418663531541824,2.13162875175476,-0.219931542873383,0.29506778717041,2.14670157432556,0.122375622391701,0.296860635280609,2.13115096092224,-0.268464833498001,0.078529953956604,2.11432766914368,0.211536079645157,0.0877077579498291,2.10961961746216,-0.146267011761665,0.10193282365799,1.93293070793152,0.0284764468669891,0.146885544061661,1.91191411018372,-0.125449180603027,0.117162227630615,1.9049015045166,-0.117472879588604,0.115443125367165,1.90271162986755,-0.0401868000626564,0.074506089091301,2.11275196075439,-0.0398475229740143,0.0165165867656469,2.06032562255859,-0.113318145275116,-0.0615582391619682,2.04952788352966,0.0390508100390434,-0.055540032684803,2.0399911403656,-0.071240060031414,-0.43695542216301,2.02733421325684,-0.0409975945949554,-0.368632316589355,2.01816582679749,-0.0879450142383575,-0.749225795269012,2.01518583297729,-0.141998708248138,-0.544955730438232,2.28916144371033,-0.0896065458655357,-0.78496640920639,1.92650294303894,-0.143660247325897,-0.58069634437561,2.20047831535339
8,0317113691,-0.0651939585804939,0.604247868061066,2.10737562179565,-0.0508601889014244,0.417974144220352,2.13232707977295,-0.218096718192101,0.294212877750397,2.14682149887085,0.123379684984684,0.296957045793533,2.13207626342773,-0.263901263475418,0.0772693902254105,2.1115300655365,0.211658611893654,0.0877306237816811,2.10984182357788,-0.146661698818207,0.101286292076111,1.9334180355072,0.0397919900715351,0.126223251223564,1.91586780548096,-0.12081703543663,0.116947263479233,1.90267765522003,-0.113749951124191,0.115172579884529,1.90260124206543,-0.0351653583347797,0.0741720572113991,2.11511445045471,-0.0342120639979839,0.0161655675619841,2.06258225440979,-0.106990046799183,-0.0617508254945278,2.05140447616577,0.0452378429472446,-0.0559150502085686,2.04324793815613,-0.0723554044961929,-0.439166516065598,2.02399611473084,-0.0406887643039227,-0.367203921079636,2.01873850822449,-0.0928278788924217,-0.750160038471222,2.00746321678162,-0.142154723405838,-0.543716788291931,2.28964638710022,-0.0943551138043404,-0.785963416099548,1.91876471042633,-0.143681958317757,-0.579520165920258,2.20094776153564
9,0317113693,-0.0631335154175758,0.604688405990601,2.10746574401855,-0.0466748401522636,0.417875647544861,2.13325142860413,-0.214443236589432,0.2937873005867,2.1462984085083,0.125340580940247,0.296543568372726,2.13303327560425,-0.258351653814316,0.0753810405731201,2.10856127738953,0.213165521621704,0.0870134830474854,2.11122965812683,-0.125329256057739,0.104218423366547,1.92444610595703,0.0398400202393532,0.123523481190205,1.91471230983734,-0.110964611172676,0.115536451339722,1.89732038974762,-0.109979070723057,0.11471700668335,1.90087449550629,-0.0308957155793905,0.0735791772603989,2.1170666217804,-0.0298096444457769,0.0154253719374537,2.06428003311157,-0.102150782942772,-0.0615248531103134,2.05275559425354,0.0491477698087692,-0.057260736823082,2.04559779167175,-0.0750924199819565,-0.43691885471344,2.01810073852539,-0.0308697074651718,-0.370008707046509,2.02241683006287,-0.095560222864151,-0.74919867515564,2.00115776062012,-0.132363319396973,-0.555139422416687,2.28822541236877,-0.0967349261045456,-0.785034477710724,1.91241931915283,-0.133538022637367,-0.590975224971771,2.19948697090149
